id,title,authors,venue,year,cosine_avg_sim,combined_avg_sim
4bTXoodYyHMJ,"Hill, and DA Wood. DBMSs on a Modern Processor: Where does time go In","AG ADHW, DJ Ailamaki, MD DeWitt",Proceedings of the International Conference on Very Large ,,26.546659803953695,26.546659803953695
ZzYmVTAjsnQJ,Storage Service Providers: A Solution for Storage Management?,"B Ozden, E Gabber, B Hillyer, WT Ng, E Shriver, DJ ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",,26.544557729971007,26.544557729971007
393ZqH9szo0J,Robust Estimation With Sampling and Approximate Pre-Aggregation,C Jermaine,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,26.543836391631693,26.543836391631693
8Pt19BiLeHEJ,"PM3: An Orthogonal Persistent Systems Programming Language-Design, Implementation, Performance","A Hosking, J Chen","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999.0,26.529788018243732,26.529788018243732
kpLW9e4Cr94J,Resource Sharing in Continuous Sliding-Window Aggregates,"A Arasu, J Widom","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.527711945938027,26.527711945938027
HjDa9on7LzoJ,Clustering Techniques for Minimizing External Path Length,"AA Diwan, S Rane, S Seshadri, S Sudarshan","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996.0,26.5273237725909,26.5273237725909
conf/sigmod/ZhouWGGZWXYF03,TREX: DTD-Conforming XML to XML Transformations,"A Zhou, Q Wang, Z Guo, X Gong, S Zheng, H Wu, J Xiao, K Yue, W Fan",SIGMOD Conference,2003.0,26.51759133139397,26.51759133139397
l5_H15LkpCsJ,AniPQO: Almost Non-intrusive Parametric Query Optimization for Nonlinear Cost Functions,"A Hulgeri, S Sudarshan","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,26.48130548569811,26.48130548569811
SsdWVx5YNXQJ,INSITE: A Tool for Real-Time Knowledge Discovery from Users Web Navigation,"C Shahabi, A Faisal, FB Kashani, J Faruque","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2000.0,26.480989555004076,26.480989555004076
conf/sigmod/French95,``One Size Fits All'' Database Architectures Do Not Work for DDS,C French,SIGMOD Conference,1995.0,26.47025418358649,26.47025418358649
conf/sigmod/KemperMPS94,Optimizing Disjunctive Queries with Expensive Predicates,"A Kemper, G Moerkotte, K Peithner, M Steinbrunn",SIGMOD Conference,1994.0,26.46540503637234,26.46540503637234
fJQ7Col2vYsJ,VXMLR: A Visual XML-Relational Database System,"A Zhou, H Lu, S Zheng","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2001.0,26.42496382040544,26.42496382040544
conf/vldb/SavasereON95,An Efficient Algorithm for Mining Association Rules in Large Databases,"A Savasere, E Omiecinski, S Navathe",VLDB,1995.0,26.416399691457414,26.416399691457414
conf/sigmod/LangS01,Modeling High-Dimensional Index Structures using Sampling,"C Lang, A Singh",SIGMOD Conference,2001.0,26.415820415864424,26.415820415864424
UtaXwH6TPbQJ,Discovering and Ranking Semantic Associations over a Large RDF Metabase,"C Halaschek, B Aleman-Meza, IB Arpinar, AP Sheth","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.409857683696064,26.409857683696064
Lm-C8-zm8rMJ,"VERA, a Rule-Based Verification Assistant for VLSI Circuit Design",AP Kostelijk,"Proceedings of the international Conference on Very Large  &hellip;,",,26.409627054308938,26.409627054308938
vnezjPI8jYIJ,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"A Shukla, P Deshpande","VLDB,",1996.0,26.408831956629946,26.408831956629946
nbU59lK7JJYJ,Adaptive Parallel Aggregation Algorithms,"A Shatdal, JF Naughton","SIGMOD Conference,",1995.0,26.405820609817223,26.405820609817223
jO1plGb5m2UJ,AWESOME: A Data Warehouse-based System for Adaptive Website Recommendations,"A Thor, E Rahm","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",,26.40415773832106,26.40415773832106
U0NoyAgiNZkJ,ObjectRank: Authority-Based Keyword Search in Databases,"A Balmin, V Hristidis, Y Papakonstantinou","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.400220058871678,26.400220058871678
jWZkmgGziVoJ,Supporting State-Wide Immunization Tracking Using Multi-Paradigm Workflow Technology,"A Sheth, K Kochut, J Miller, D Worah, S Das, C Lin ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996.0,26.396650341160402,26.396650341160402
conf/vldb/ShuklaDNR96,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"A Shukla, P Deshpande, J Naughton, K Ramasamy",VLDB,1996.0,26.374640942503454,26.374640942503454
VUU_DceCRXAJ,Database Graph Views: A Practical Model to Manage Persistent Graphs,"A Gutierrez, P Pucheral, H Steffen, JM Thevenin","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1994.0,26.37344579223088,26.37344579223088
conf/sigmod/GuptaMR95,Adapting Materialized Views after Redefinitions,"A Gupta, I Mumick, K Ross",SIGMOD Conference,1995.0,26.370336571691432,26.370336571691432
conf/sigmod/BabcockO03,Distributed Top-K Monitoring,"B Babcock, C Olston",SIGMOD Conference,2003.0,26.368440008673602,26.368440008673602
eawaEzvWj4gJ,A Novel Index Supporting High Volume Data Warehouse Insertion,"C Jermaine, A Datta, E Omiecinski","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999.0,26.36752657656309,26.36752657656309
RufEbUPZNbYJ,Checkpointing in Oracle,"A Joshi, W Bridge, J Loaiza, T Lahiri","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998.0,26.35684993991151,26.35684993991151
KYhmilHkq_IJ,EOS: An Extensible Object Store,"A Biliris, E Panagos","SIGMOD Conference,",1994.0,26.35416582611845,26.35416582611845
conf/sigmod/BilirisP94,EOS: An Extensible Object Store,"A Biliris, E Panagos",SIGMOD Conference,1994.0,26.35416582611845,26.35416582611845
conf/sigmod/Hammond99,Merge Replication in Microsoft's SQL Server 7.0,B Hammond,SIGMOD Conference,1999.0,26.342832527361185,26.342832527361185
dyBAdgdd2fEJ,The Buddy-Tree: An Efficient and Robust Access Method for Spatial Data Base Systems,"B Seeger, HP Kriegel","VLDB,",1990.0,26.340757359447885,26.340757359447885
conf/sigmod/OoiTZGLLLNSWZ03,PeerDB: Peering into Personal Databases,"B Ooi, K Tan, A Zhou, C Goh, Y Li, C Liau, B Ling, W Ng, Y Shu, X Wang, M Zhang",SIGMOD Conference,2003.0,26.3405717928143,26.3405717928143
goP4V7VoONQJ,IBMâ??s Relational DBMS Products: Features and Technologies,C Mohan,"Proc. ACM SIGMOD International Conference on Management of  &hellip;,",1993.0,26.33512671608015,26.33512671608015
ypdgPZ3wX7MJ,A Privacy-Preserving Index for Range Queries,"B Hore, S Mehrotra, G Tsudik","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.33445267070504,26.33445267070504
conf/sigmod/LiBKN03,Composing XSL Transformations with XML Publishing Views,"C Li, P Bohannon, H Korth, P Narayan",SIGMOD Conference,2003.0,26.33399310765513,26.33399310765513
icW9YDdEDtgJ,Enhancing P2P File-Sharing with an Internet-Scale Query Processor,"BT Loo, JM Hellerstein, R Huebsch, S Shenker, I  ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.333058115262364,26.333058115262364
micx2kyGfKIJ,Composing XSL Transformations with XML Publishing Views,"C Li, P Bohannon, HF Korth, PPS Narayan","SIGMOD Conference,",2003.0,26.29183623273216,26.29183623273216
conf/sigmod/Eaton98,Managing Large Systems with DB2 UDB,C Eaton,SIGMOD Conference,1998.0,26.283285917119425,26.283285917119425
Sc0JK0gBvQEJ,Design of a Signature File Method that Accounts for Non-Uniform Occurrence and Query Frequencies,C Faloutsos,"VLDB,",1985.0,26.26417441315813,26.26417441315813
TtLLOm6lJwAJ,Linear Road: A Stream Data Management Benchmark,"A Arasu, M Cherniack, E Galvez, D Maier, A Maskey, ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.256433473224195,26.256433473224195
U8jfPCxfXicJ,Improving Performance in Replicated Databases through Relaxed Coherency,", M Nicola","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1995.0,26.252082619160273,26.252082619160273
conf/sigmod/AboulnagaC99,Self-tuning Histograms: Building Histograms Without Looking at Data,"A Aboulnaga, S Chaudhuri",SIGMOD Conference,1999.0,26.251498438659482,26.251498438659482
WWaxLMIptTMJ,Self-tuning Histograms: Building Histograms Without Looking at Data,"A Aboulnaga, S Chaudhuri","SIGMOD Conference,",1999.0,26.251498438659482,26.251498438659482
conf/sigmod/LabrinidisR00,WebView Materialization,"A Labrinidis, N Roussopoulos",SIGMOD Conference,2000.0,26.236034355607924,26.236034355607924
r1xwwqWr2K0J,Flexible Relations-Operational Support of Variant Relational Structures,"C Kalus, P Dadam","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1995.0,26.217465105347014,26.217465105347014
BJNIRTSivUsJ,Integrating Automatic Data Acquisition with Business Processes-Experiences with SAP's Auto-ID  ,", T Lin, S Haller, J Schaper","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.216722189562017,26.216722189562017
conf/vldb/BelussiF95,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"A Belussi, C Faloutsos",VLDB,1995.0,26.206944018159373,26.206944018159373
conf/sigmod/LiBCS00,SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine,"C Li, L Bergman, V Castelli, J Smith",SIGMOD Conference,2000.0,26.199907546482507,26.199907546482507
conf/sigmod/VanceM96,Rapid Bushy Join-order Optimization with Cartesian Products,"B Vance, D Maier",SIGMOD Conference,1996.0,26.171965533605373,26.171965533605373
CMMaMlYwgPkJ,Rapid Bushy Join-order Optimization with Cartesian Products,"B Vance, D Maier","SIGMOD Conference,",1996.0,26.171965533605373,26.171965533605373
8Ojx7Me_oz0J,Techniques for Design and Implementation of Efficient Spatial Access Methods,"B Seeger, HP Kriegel","VLDB,",1988.0,26.155337632250458,26.155337632250458
Z9e9dqy5KBgJ,Storing semistructured data with STORED,ADMFD Suciu,"Proc of the ACM SIGMOD International Conference on  &hellip;,",1999.0,26.154457692456834,26.154457692456834
dTORuW_9YRoJ,Cache Coherency in Oracle Parallel Server,B Klots,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996.0,26.150560660922206,26.150560660922206
JCQQgBm1c-UJ,The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment,"A Dan, DM Dias, PS Yu","VLDB,",1990.0,26.141675866742847,26.141675866742847
oR7DmJ9JJDYJ,Mixed Mode XML Query Processing,"A Halverson, J Burger, L Galanis, A Kini, R  ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,26.138129889871035,26.138129889871035
conf/sigmod/ShatdalN95,Adaptive Parallel Aggregation Algorithms,"A Shatdal, J Naughton",SIGMOD Conference,1995.0,26.137222335084257,26.137222335084257
fPzfCbyzqsoJ,Safely and Efficiently Updating References During On-line Reorganization,C Zou,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998.0,26.13438037857744,26.13438037857744
QgKRpqigXEsJ,Rapid Bushy Join-Order Optimization with Cross Products,"B Vance, D Maier","SIGMOD Conference,",,26.131741846460564,26.131741846460564
conf/sigmod/ZuzartePMCLW03,WinMagic : Subquery Elimination Using Window Aggregation,"C Zuzarte, H Pirahesh, W Ma, Q Cheng, L Liu, K Wong",SIGMOD Conference,2003.0,26.08906336311092,26.08906336311092
conf/vldb/EicklerKK97,Finding Data in the Neighborhood,"A Eickler, A Kemper, D Kossmann",VLDB,1997.0,26.088698636747317,26.088698636747317
hr5OGCJqc2MJ,C2P: Clustering based on Closest Pairs,"A Nanopoulos, Y Theodoridis, Y Manolopoulos","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2001.0,26.087838894188256,26.087838894188256
conf/sigmod/Hidber99,Online Association Rule Mining,C Hidber,SIGMOD Conference,1999.0,26.084061932550515,26.084061932550515
conf/vldb/HageJPST03,Integrated Data Management for Mobile Services in the Real World,"C Hage, C Jensen, T Pedersen, L Speicys, I Timko",VLDB,2003.0,26.06406170077876,26.06406170077876
SVimuERL-E4J,Algebraic Manipulation of Scientific Datasets,B Howe,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,26.013633257142082,26.013633257142082
conf/sigmod/MassariPSC95,QBI: Query By Icons,"A Massari, S Pavani, L Saladini, P Chrysanthis",SIGMOD Conference,1995.0,26.00703517909555,26.00703517909555
conf/sigmod/DogacAEOADAOS94,METU Object-Oriented DBMS,"A Dogac, I Arpinar, C Evrendilek, C Ozkan, I Altintas, I Durusoy, M Altinel, T Okay, Y Saygin",SIGMOD Conference,1994.0,25.999820806235974,25.999820806235974
8hDo6qczOzMJ,Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based  ,A Morishima,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2001.0,25.99109606139425,25.99109606139425
conf/vldb/LabrinidisR03,Balancing Performance and Data Freshness in Web Database Servers,"A Labrinidis, N Roussopoulos",VLDB,2003.0,25.98836762475194,25.98836762475194
0GMNedjfVV0J,Balancing Performance and Data Freshness in Web Database Servers,"A Labrinidis, N Roussopoulos","VLDB,",2003.0,25.98836762475194,25.98836762475194
aC6S_R3QqTQJ,Automatic SQL Tuning in Oracle 10g,"B Dageville, D Das, K Dias, K Yagoub, M Zait, M  ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,25.97297291454341,25.97297291454341
sfB17Fi4MZsJ,IrisNet: Internet-scale Resource-Intensive Sensor Services,"A Deshpande, SK Nath, PB Gibbons, S Seshan","SIGMOD Conference,",2003.0,25.968483216844948,25.968483216844948
Oti_CoAPH9IJ,Business Modeling Using SQL Spreadsheets,"A Witkowski, S Bellamkonda, T Bozkaya, N Folkert,  ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,25.95759277037635,25.95759277037635
journals/vldb/DattaDVRN01,An architecture to support scalable online personalization on the Web,"A Datta, K Dutta, D VanderMeer, K Ramamritham, S Navathe",VLDB J.,2001.0,25.948805049030295,25.948805049030295
HopegqxaBtoJ,"N., H., and Raschid, L.(1997a). The Distributed Information Search Component (Disco) and the World  ","A Tomasic, R Amouroux, P Bonnet, O Kapitskaia",SIGMOD,,25.942152027754354,25.942152027754354
conf/sigmod/Nori00,Application Architecture: 2Tier or 3Tier? What is DBMS's Role? (Panel Abstract),A Nori,SIGMOD Conference,2000.0,25.937851990890625,25.937851990890625
conf/sigmod/DeshpandeNGS03a,IrisNet: Internet-scale Resource-Intensive Sensor Services,"A Deshpande, S Nath, P Gibbons, S Seshan",SIGMOD Conference,2003.0,25.932414337009394,25.932414337009394
lGyhpsPV6ogJ,Value-cognizant Speculative Concurrency Control,"A Bestavros, S Braoudakis","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1995.0,25.91597289063946,25.91597289063946
PAcS8vELrawJ,FA: Building light-weight wrappers for legacy web datasources using w4f,A Sahuguet,Proceedings of the International Conference on Very Large ,,25.915474696347903,25.915474696347903
conf/sigmod/GorelikWD94,Sybase Replication Server,"A Gorelik, Y Wang, M Deppe",SIGMOD Conference,1994.0,25.87185590974349,25.87185590974349
Ur6-XAMj3tIJ,Relating Distributed Objects,"BE Martin, RGG Cattell","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1994.0,25.86413127298633,25.86413127298633
conf/sigmod/AdelbergD99,Nodose Version 2.0,"B Adelberg, M Denny",SIGMOD Conference,1999.0,25.856183472877888,25.856183472877888
MmEGKZ0ccE4J,Automated Statistics Collection in DB2 UDB,"A Aboulnaga, P Haas, M Kandil, S Lightstone, G  ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,25.849140373798924,25.849140373798924
MRPi4CYQVTEJ,Indexing Temporal XML Documents,"A Mendelzon, F Rizzolo, A Vaisman","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,25.846249607457874,25.846249607457874
RkjggE7xhN0J,Push Technology Personalization through Event Correlation,"A Adi, D Botzer, O Etzion, T Yatzkar-Haham","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2000.0,25.845395304604942,25.845395304604942
journals/vldb/CliftonGB95,HyperFile: A Data and Query Model for Documents,"C Clifton, H Garcia-Molina, D Bloom",VLDB J.,1995.0,25.841085386354827,25.841085386354827
RIpWKrKho0MJ,"DB2 Common Server: Technology, Progress, &amp; Directions",B Lindsay,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1995.0,25.839359630993094,25.839359630993094
LDxiVdRU6EEJ,Using Referential Integrity To Easily Define Consistent Subset Replicas,B Hammond,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996.0,25.833132929695463,25.833132929695463
ppA5U0Hs25oJ,A Consideration on Normal Form of Not-Necessarily-Normalized Relation in the Relational Data Model,A Makinouchi,"VLDB,",1977.0,25.828328136934385,25.828328136934385
journals/vldb/ShethTP03,Complex relationships and knowledge discovery support in the InfoQuilt system,"A Sheth, S Thacker, S Patel",VLDB J.,2003.0,25.8256097745182,25.8256097745182
puNj-9OqR_4J,Fundamental and Secondary Issues in the Design of Non-Procedural Relational Languages,A Pirotte,"VLDB,",1979.0,25.7993401992273,25.7993401992273
conf/sigmod/ChenCPPSTM00,Internet Traffic Warehouse,"C Chen, M Cochinwala, C Petrone, M Pucci, S Samtani, P Santa, M Mesiti",SIGMOD Conference,2000.0,25.78865225477204,25.78865225477204
conf/vldb/Sheth96,Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets,A Sheth,VLDB,1996.0,25.784302452404688,25.784302452404688
zWp_JdEQ8MgJ,In Cyber Space No One can Hear You Scream,C Pound,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999.0,25.776152988786052,25.776152988786052
conf/sigmod/Ojjeh99,Microsoft Site Server (Commerce Edition),B Ojjeh,SIGMOD Conference,1999.0,25.76627382049973,25.76627382049973
conf/sigmod/NybergBCGL94,AlphaSort: A RISC Machine Sort,"C Nyberg, T Barclay, Z Cvetanovic, J Gray, D Lomet",SIGMOD Conference,1994.0,25.75768263094632,25.75768263094632
conf/sigmod/Galindo-Legaria94,Outerjoins as Disjunctions,C Galindo-Legaria,SIGMOD Conference,1994.0,25.753366253967997,25.753366253967997
conf/vldb/HelalL00,Rainbow: Distributed Database System for Classroom Education and Experimental Research,"A Helal, H Li",VLDB,2000.0,25.753282670415967,25.753282670415967
conf/vldb/NetzCBF00,Integration of Data Mining with Database Technology,"A Netz, S Chaudhuri, J Bernhardt, U Fayyad",VLDB,2000.0,25.747943484781008,25.747943484781008
jCudeTapg5IJ,Data mapping in peer-to-peer systems: Semantics and algorithmic issues,"A Kementsietsidis, M Arenas, RJ Miller","ACM SIGMOD,",,25.74096692448235,25.74096692448235
journals/vldb/MedjahedBE03,Composing Web services on the Semantic Web,"B Medjahed, A Bouguettaya, A Elmagarmid",VLDB J.,2003.0,25.73735629416685,25.73735629416685
journals/vldb/DoanMDDH03,Learning to match ontologies on the Semantic Web,"A Doan, J Madhavan, R Dhamankar, P Domingos, A Halevy",VLDB J.,2003.0,25.73730142003404,25.73730142003404
conf/vldb/Mohan99,Repeating History Beyond ARIES,C Mohan,VLDB,1999.0,25.72999910302088,25.72999910302088
4N472VSotmMJ,Repeating History Beyond ARIES,C Mohan,"VLDB,",1999.0,25.72999910302088,25.72999910302088
QUwP7JQcqN8J,Fast Text Access Methods for Optical and Large Magnetic Disks: Designs and Performance Comparison,"C Faloutsos, R Chan","VLDB,",1988.0,25.720107903720788,25.720107903720788
conf/sigmod/OlstonWACELSS98,DataSplash,"C Olston, A Woodruff, A Aiken, M Chu, V Ercegovac, M Lin, M Spalding, M Stonebraker",SIGMOD Conference,1998.0,25.704995802456878,25.704995802456878
JVvFcEnXBmkJ,Projecting XML Documents,"A Marian, J Simeon","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003.0,25.69693631370261,25.69693631370261
xjVz8hIW-8sJ,Low-Cost Compensation-Based Query Processing,", SO Hvasshovd","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998.0,25.69605981770951,25.69605981770951
conf/sigmod/Kleissner95,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",C Kleissner,SIGMOD Conference,1995.0,25.675552457559686,25.675552457559686
conf/vldb/ColletCS94,NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System,"C Collet, T Coupaye, T Svensen",VLDB,1994.0,25.659651694878598,25.659651694878598
conf/vldb/GoyalHSS95,Index Concurrency Control in Firm Real-Time Database Systems,"B Goyal, J Haritsa, S Seshadri, V Srinivasan",VLDB,1995.0,25.656509246171854,25.656509246171854
conf/vldb/TsoisS03,The Generalized Pre-Grouping Transformation: Aggregate-Query Optimization in the Presence of Dependencies,"A Tsois, T Sellis",VLDB,2003.0,25.6562062730788,25.6562062730788
UTYa5uf9zSIJ,DataSplash,"C Olston, A Woodruff, A Aiken, M Chu, V Ercegovac, ","SIGMOD Conference,",1998.0,25.643006272782163,25.643006272782163
conf/vldb/DattaRT99,Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,"A Datta, K Ramamritham, H Thomas",VLDB,1999.0,25.636540653434984,25.636540653434984
HBNSWk0kT0sJ,ROX: Relational Over XML,"A Halverson, V Josifovski, G Lohman, H Pirahesh","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,25.634237214681555,25.634237214681555
conf/vldb/WiesnerK01,Hyperqueries: Dynamic Distributed Query Processing on the Internet,"A Kemper, C Wiesner",VLDB,2001.0,25.62656110829197,25.62656110829197
journals/vldb/MaedcheMS03,Managing multiple and distributed ontologies on the Semantic Web,"A Maedche, B Motik, L Stojanovic",VLDB J.,2003.0,25.62537438749169,25.62537438749169
darWCYZjZHcJ,Stream processing of XPath queries,"A Gupta, D Suciu",SIGMOD,,25.62358673278338,25.62358673278338
dEwdHTZZYWYJ,Analyzing Quantitative Databases: Image is Everything,"A Amir, R Kashi, NS Netanyahu","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2001.0,25.617989865970934,25.617989865970934
K61rc1_f8WQJ,Distributed Set-Expression Cardinality Estimation,"A Das, S Ganguly, M Garofalakis, R Rastogi","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,25.61794089473032,25.61794089473032
mXpwRLE8dZwJ,Heterogeneity in the Distributed Database Management System SIRIUS-DELTA.,"A Ferrier, C Stangret","VLDB,",1982.0,25.61727591155079,25.61727591155079
mXQtA2umZfEJ,The Functional Dependency Model for Logical Database Design,BC Housel,"VLDB,",1979.0,25.61443680675492,25.61443680675492
RFEE_MNM8IUJ,Indexing the Distance: An Efficient Method to KNN Processing,"C Yu, BC Ooi, KL Tan, HV Jagadish","VLDB,",2001.0,25.61358804678339,25.61358804678339
conf/vldb/GuptaM96,What is the Data Warehousing Problem? (Are Materialized Views the Answer?),"A Gupta, I Mumick",VLDB,1996.0,25.609184446010993,25.609184446010993
conf/vldb/FaloutsosG96,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"C Faloutsos, V Gaede",VLDB,1996.0,25.5856877609653,25.5856877609653
hCSzil0nuVEJ,Media360 Workflow-Implementing a Workflow Engine Inside a Database,C Blecken,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2000.0,25.568079678405386,25.568079678405386
3jiJvBah6eAJ,A Performance Study of Query Optimization Algorithms on a Database System Supporting Procedures,A Jhingran,"VLDB,",1988.0,25.562714609528765,25.562714609528765
conf/vldb/GuptaHQ95,Aggregate-Query Processing in Data Warehousing Environments,"A Gupta, V Harinarayan, D Quass",VLDB,1995.0,25.531652701477658,25.531652701477658
VCSbj6MwKlgJ,Aggregate-Query Processing in Data Warehousing Environments,"A Gupta, V Harinarayan, D Quass","VLDB,",1995.0,25.531652701477658,25.531652701477658
conf/vldb/SreenathS94,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,"B Sreenath, S Seshadri",VLDB,1994.0,25.52685167625591,25.52685167625591
kxGdQhvpi_sJ,How to Summarize the Universe: Dynamic Maintenance of Quantiles,"AC Gilbert, Y Kotidis, S Muthukrishnan, M Strauss","VLDB,",2002.0,25.514683294162882,25.514683294162882
ET_i3QwZryQJ,A benchmark for XML data management,"A Schmidt, F Waas, M Kersten, M Carey, I Manolescu ",VLDB,,25.514111093497647,25.514111093497647
Lpg1VkCQhdAJ,The Representation and Deductive Retrieval of Complex Objects,C Zaniolo,"VLDB,",,25.456545738140676,25.456545738140676
conf/vldb/PoulovassilisS94,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,"A Poulovassilis, C Small",VLDB,1994.0,25.455756414613635,25.455756414613635
ZGm8fne_sBgJ,Monitoring streamsâ??A New Class of Data Management Applications,"B Babcock, S Babu, R Motwani, M Datar",SIGMOD,,25.43682844767856,25.43682844767856
sUcJBJwvKTUJ,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,B Sreenath,"VLDB,",1994.0,25.436247982952466,25.436247982952466
ghIMekzCkMQJ,Provisions and Obligations in Policy Management and Security Applications,"C Bettini, S Jajodia, XS Wang, D Wijesekera","VLDB,",2002.0,25.43131379951074,25.43131379951074
jJym5UnL5poJ,"and Jain, R: Semantic queries with pictures: The VIMSYS model","A Gupta, T Weymouth",VLDB,,25.43123236961923,25.43123236961923
ngDF4FZmhsMJ,A Unified Approach to Program and Data Conversion,BC Housel,"VLDB,",,25.429992545368187,25.429992545368187
conf/vldb/MohanBWSZ00,Evolution of Groupware for Business Applications: A Database Perspective on Lotus Domino/Notes,"C Mohan, R Barber, S Watts, A Somani, M Zaharioudakis",VLDB,2000.0,25.39851385844497,25.39851385844497
IYowAhP1I34J,Returning Modified Rows-SELECT Statements with Side Effects,"A Behm, S Rielau, R Swagerman","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2004.0,25.378625034680926,25.378625034680926
DLsoji25xSAJ,Queries Independent of Updates,AY Levy,"VLDB,",1993.0,25.37352849832978,25.37352849832978
puxBXWQMfNcJ,The Information Preserving Properties of Relational Database Transformations,"AK Arora, CR Carlson","VLDB,",1978.0,25.365091510285776,25.365091510285776
7K9Iks4bcRcJ,A Simulation Model for Performance Analysis of Large Shared Data Bases,C Hulten,"VLDB,",1977.0,25.358386412405466,25.358386412405466
